INV-0167,Unit D,01 Jul 2016,05 Aug 2016,Water,PHP,819.00,0.00,Paid,Receivable Invoice,Not sent
INV-0168,Unit E,01 Jul 2016,06 Jul 2016,Water,PHP,"1,512.00",0.00,Paid,Receivable Invoice,Not sent
INV-0169,Unit F,01 Jul 2016,06 Jul 2016,Water,PHP,693.00,0.00,Paid,Receivable Invoice,Not sent
INV-0170,Unit A,01 Jul 2016,06 Jul 2016,Electricity,PHP,"5,402.00",0.00,Paid,Receivable Invoice,Not sent
INV-0171,Unit B,01 Jul 2016,06 Jul 2016,Electricity,PHP,"4,521.00",0.00,Paid,Receivable Invoice,Not sent
INV-0172,Unit C,01 Jul 2016,06 Jul 2016,Electricity,PHP,"3,857.00",0.00,Paid,Receivable Invoice,Not sent
INV-0173,Unit D,01 Jul 2016,06 Jul 2016,Electricity,PHP,"2,156.00",0.00,Paid,Receivable Invoice,Not sent
INV-0174,Unit E,01 Jul 2016,06 Jul 2016,Electricity,PHP,"8,399.00",0.00,Paid,Receivable Invoice,Not sent
INV-0175,Unit F,01 Jul 2016,06 Jul 2016,Electricity,PHP,"1,192.00",0.00,Paid,Receivable Invoice,Not sent
INV-0176,Unit A,01 Aug 2016,06 Aug 2016,Rent,PHP,"13,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0177,Unit B,01 Aug 2016,06 Aug 2016,Rent,PHP,"14,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0178,Unit E,01 Aug 2016,06 Aug 2016,Rent,PHP,"14,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0179,Unit C,01 Aug 2016,06 Aug 2016,Rent,PHP,"13,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0180,Unt F,01 Aug 2016,06 Aug 2016,Rent,PHP,"14,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0181,Unit B,01 Aug 2016,06 Aug 2016,Dues,PHP,"1,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0182,Unit C,01 Aug 2016,06 Aug 2016,Dues,PHP,"1,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0183,Unit E,01 Aug 2016,05 Sep 2016,Dues,PHP,"1,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0184,Unit F,01 Aug 2016,06 Aug 2016,Dues,PHP,"1,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0185,Unit A,01 Aug 2016,06 Aug 2016,Water,PHP,"2,048.00",0.00,Paid,Receivable Invoice,Not sent
INV-0186,Unit B,01 Aug 2016,06 Aug 2016,Water,PHP,896.00,0.00,Paid,Receivable Invoice,Not sent
INV-0187,Unit C,01 Aug 2016,06 Aug 2016,Water,PHP,832.00,0.00,Paid,Receivable Invoice,Not sent
INV-0188,Unit D,01 Aug 2016,05 Sep 2016,Water,PHP,896.00,0.00,Paid,Receivable Invoice,Not sent
INV-0189,Unit E,01 Aug 2016,06 Aug 2016,Water,PHP,"1,664.00",0.00,Paid,Receivable Invoice,Not sent
INV-0190,Unit F,01 Aug 2016,06 Aug 2016,Water,PHP,"1,024.00",0.00,Paid,Receivable Invoice,Not sent
INV-0191,Unit A,01 Aug 2016,06 Aug 2016,Electricity,PHP,"5,475.16",0.00,Paid,Receivable Invoice,Not sent
INV-0192,Unit B,01 Aug 2016,06 Aug 2016,Electricity,PHP,"4,398.40",0.00,Paid,Receivable Invoice,Not sent
INV-0193,Unit C,01 Aug 2016,06 Aug 2016,Electricity,PHP,"3,291.19",0.00,Paid,Receivable Invoice,Not sent
INV-0194,Unit D,01 Aug 2016,06 Aug 2016,Electricity,PHP,"2,092.54",0.00,Paid,Receivable Invoice,Not sent
INV-0195,Unit E,01 Aug 2016,06 Aug 2016,Electricity,PHP,"8,116.24",0.00,Paid,Receivable Invoice,Not sent
INV-0196,Unit F,01 Aug 2016,06 Aug 2016,Electricity,PHP,"1,594.80",0.00,Paid,Receivable Invoice,Not sent
INV-0197,Unit D,01 Aug 2016,06 Aug 2016,Rent,PHP,"14,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0198,Unit A,01 Aug 2016,06 Aug 2016,Dues,PHP,"1,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0199,Unit D,01 Aug 2016,06 Aug 2016,Dues,PHP,"1,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0200,Unit E,01 Sep 2016,06 Sep 2016,Rent,PHP,"14,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0201,Unit F,01 Sep 2016,06 Sep 2016,Water,PHP,"1,197.00",0.00,Paid,Receivable Invoice,Not sent
INV-0202,Unit F,01 Sep 2016,06 Sep 2016,Electricity,PHP,"1,722.00",0.00,Paid,Receivable Invoice,Not sent
INV-0203,Unit E,01 Sep 2016,06 Sep 2016,Electricity,PHP,"8,408.00",0.00,Paid,Receivable Invoice,Not sent
INV-0204,Unit D,01 Sep 2016,06 Sep 2016,Electricity,PHP,"2,265.00",0.00,Paid,Receivable Invoice,Not sent
INV-0205,Unit C,01 Sep 2016,06 Sep 2016,Electricity,PHP,"3,319.00",0.00,Paid,Receivable Invoice,Not sent
INV-0206,Unit B,01 Sep 2016,06 Sep 2016,Electricity,PHP,"4,562.00",0.00,Paid,Receivable Invoice,Not sent
INV-0207,Unit A,01 Sep 2016,06 Sep 2016,Electricity,PHP,"2,651.00",0.00,Paid,Receivable Invoice,Not sent
INV-0208,Unit E,01 Sep 2016,06 Sep 2016,Water,PHP,"1,701.00",0.00,Paid,Receivable Invoice,Not sent
INV-0209,Unit D,01 Sep 2016,05 Oct 2016,Water,PHP,819.00,0.00,Paid,Receivable Invoice,Not sent
INV-0210,Unit C,01 Sep 2016,06 Sep 2016,Water,PHP,882.00,0.00,Paid,Receivable Invoice,Not sent
INV-0211,Unit B,01 Sep 2016,06 Sep 2016,Water,PHP,819.00,0.00,Paid,Receivable Invoice,Not sent
INV-0212,Unit A,01 Sep 2016,06 Sep 2016,Water,PHP,"1,197.00",0.00,Paid,Receivable Invoice,Not sent
INV-0213,Unit F,01 Sep 2016,06 Sep 2016,Dues,PHP,"1,000.00",0.00,Paid,Receivable Invoice,Not sent
INV-0214,Unit E,01 Sep 2016,05 Oct 2016,Dues,PHP,"1,000.00",0.00,Paid,Receivable Invoice,Not sent
